uuid,creation_date,frequency,day,updated_at,next_payment_day,status,user.id,event.timestamp,event.name,allowance.scheduled.frequency,allowance.scheduled.day,allowance.amount,calculated_next_payment_day
634812b1-d411-41e0-b57c-5adcf2d16526,2024-11-30 21:49:28,biweekly,friday,2024-11-30 21:50:44.578649537+00:00,13,enabled,634812b1-d411-41e0-b57c-5adcf2d16526,2024-11-30 13:49:28,allowance.created,biweekly,monday,30.0,9.0
2a8551ff-346c-485d-807a-879af12a8ce0,2024-11-30 19:39:51,weekly,saturday,2024-12-01 18:53:24.319839794+00:00,7,enabled,2a8551ff-346c-485d-807a-879af12a8ce0,2024-11-30 11:39:51,allowance.created,weekly,monday,5.0,2.0
b92cf73a-c48f-4a46-80da-5e4f81bf3514,2024-11-30 19:39:37,weekly,saturday,2024-12-01 18:53:06.824619392+00:00,7,enabled,b92cf73a-c48f-4a46-80da-5e4f81bf3514,2024-11-30 11:39:37,allowance.created,weekly,monday,5.0,2.0
de72bc3b-03e2-48eb-b00d-9934d26a7f09,2024-11-30 19:39:14,weekly,saturday,2024-12-01 18:52:57.957491126+00:00,7,enabled,de72bc3b-03e2-48eb-b00d-9934d26a7f09,2024-11-30 11:39:15,allowance.created,weekly,monday,5.0,2.0
32d50adf-c09f-41a6-aac8-b234c9b21900,2024-11-30 17:41:29,weekly,sunday,2024-11-30 17:48:14.898816638+00:00,1,enabled,32d50adf-c09f-41a6-aac8-b234c9b21900,2024-11-30 09:42:33,allowance.edited,weekly,tuesday,5.0,3.0
19d933a6-2810-4c08-b3d6-d68ef3c6eac3,2024-11-26 06:40:16,weekly,saturday,2024-11-30 17:32:29.529370311+00:00,7,enabled,19d933a6-2810-4c08-b3d6-d68ef3c6eac3,2024-11-30 09:32:21,allowance.edited,weekly,thursday,15.0,5.0
aa2bb3c1-43f8-4718-84c1-f660b9ef19f5,2024-11-30 16:27:13,biweekly,tuesday,2024-12-02 12:46:09.066979122+00:00,10,enabled,aa2bb3c1-43f8-4718-84c1-f660b9ef19f5,2024-11-30 08:27:13,allowance.created,biweekly,saturday,5.0,14.0
990d4a0c-cede-4938-bdb1-fdbab1544989,2024-11-29 19:08:01,daily,daily,2024-11-30 15:06:59.545684982+00:00,1,enabled,990d4a0c-cede-4938-bdb1-fdbab1544989,2024-11-30 07:06:24,allowance.edited,biweekly,monday,29.0,9.0
d1338a26-88de-400c-bf5f-4efe4b169eb2,2024-11-19 01:46:40,biweekly,friday,2024-11-30 13:37:39.085657202+00:00,13,enabled,d1338a26-88de-400c-bf5f-4efe4b169eb2,2024-11-30 05:37:22,allowance.edited,monthly,first_day,20.0,2.0
8263dc32-e03e-458b-a40c-798f286fe4f2,2024-11-29 15:06:21,weekly,saturday,2024-11-30 20:14:28.705738480+00:00,7,enabled,8263dc32-e03e-458b-a40c-798f286fe4f2,2024-11-30 04:00:38,allowance.edited,monthly,fifteenth_day,10.0,30.0
32784408-b719-4354-baef-395aee3aa4a3,2024-11-29 15:06:49,weekly,saturday,2024-11-30 20:15:03.707720746+00:00,7,enabled,32784408-b719-4354-baef-395aee3aa4a3,2024-11-30 04:00:09,allowance.edited,monthly,fifteenth_day,10.0,30.0
dbd5c5bb-741b-4f41-b93d-2aae4c345fa8,2024-11-30 06:43:54,weekly,thursday,2024-11-30 06:45:02.803179533+00:00,5,enabled,dbd5c5bb-741b-4f41-b93d-2aae4c345fa8,2024-11-29 22:44:44,allowance.edited,weekly,saturday,5.0,30.0
d9a09694-46e5-4c45-94d6-3ad84b539a22,2024-11-24 12:58:01,weekly,saturday,2024-11-30 01:42:43.939971471+00:00,7,enabled,d9a09694-46e5-4c45-94d6-3ad84b539a22,2024-11-29 17:40:52,allowance.edited,weekly,friday,5.0,6.0
d723defc-da42-44bc-bef4-daa7cb722bca,2024-11-30 01:15:42,biweekly,friday,2024-11-30 01:16:02.416147756+00:00,13,enabled,d723defc-da42-44bc-bef4-daa7cb722bca,2024-11-29 17:15:42,allowance.created,biweekly,monday,20.0,9.0
6ca19a12-7b20-4259-b2ec-ace482558797,2024-11-30 00:30:07,weekly,saturday,2024-11-30 00:34:02.287961384+00:00,7,enabled,6ca19a12-7b20-4259-b2ec-ace482558797,2024-11-29 16:32:32,allowance.edited,weekly,friday,5.0,6.0
747bfa09-8c67-438a-9145-8b8b35e7da9a,2024-11-29 20:43:06,weekly,friday,2024-11-29 21:28:50.455895632+00:00,6,enabled,747bfa09-8c67-438a-9145-8b8b35e7da9a,2024-11-29 12:43:06,allowance.created,daily,daily,5.0,30.0
f8c1a951-49ee-4d43-8754-12885d408ec7,2024-11-29 14:29:34,biweekly,friday,2024-11-29 14:38:58.521778761+00:00,13,enabled,f8c1a951-49ee-4d43-8754-12885d408ec7,2024-11-29 06:29:34,allowance.created,biweekly,monday,5.0,9.0
bbc0593c-55e3-4135-b71c-2619b5b36751,2024-11-29 14:16:05,biweekly,wednesday,2024-12-01 23:23:46.267634645+00:00,11,enabled,bbc0593c-55e3-4135-b71c-2619b5b36751,2024-11-29 06:18:18,allowance.edited,daily,daily,5.0,30.0
4ba547e8-2e7c-443d-8a40-911342d31f4a,2024-11-29 00:31:10,weekly,friday,2024-11-29 00:31:42.306472839+00:00,6,enabled,4ba547e8-2e7c-443d-8a40-911342d31f4a,2024-11-28 16:31:36,allowance.edited,weekly,thursday,5.0,5.0
b16754f4-a7d4-4f96-9144-bbb69fb2fc7a,2024-11-28 17:21:03,monthly,first_day,2024-12-01 08:01:44.250428764+00:00,1,enabled,b16754f4-a7d4-4f96-9144-bbb69fb2fc7a,2024-11-28 09:22:23,allowance.edited,monthly,fifteenth_day,20.0,30.0
1f6e46f0-ea51-4cca-8c98-517292c8f301,2024-11-27 23:43:43,daily,daily,2024-11-28 12:23:37.288833276+00:00,29,enabled,1f6e46f0-ea51-4cca-8c98-517292c8f301,2024-11-28 03:47:51,allowance.edited,monthly,first_day,5.0,2.0
a0e18e1a-7d45-4157-ab4a-425749d214bc,2024-11-28 08:46:33,monthly,first_day,2024-12-01 08:01:43.373425190+00:00,1,enabled,a0e18e1a-7d45-4157-ab4a-425749d214bc,2024-11-28 00:46:33,allowance.created,biweekly,sunday,23.0,1.0
1ed8d2ee-472c-43d8-9eb0-8d4c4db648f0,2024-11-28 07:15:50,biweekly,thursday,2024-11-28 07:16:19.467040778+00:00,12,enabled,1ed8d2ee-472c-43d8-9eb0-8d4c4db648f0,2024-11-27 23:15:50,allowance.created,biweekly,sunday,5.0,1.0
3a845732-ebc0-4a19-9008-56ca13f183b6,2024-11-28 03:11:40,monthly,first_day,2024-12-01 08:00:35.097234909+00:00,1,enabled,3a845732-ebc0-4a19-9008-56ca13f183b6,2024-11-27 19:11:41,allowance.created,biweekly,monday,5.0,9.0
1938cb65-6cd5-42b8-ae58-4596e1264d4c,2024-11-28 03:11:24,monthly,first_day,2024-12-01 08:00:28.407953272+00:00,1,enabled,1938cb65-6cd5-42b8-ae58-4596e1264d4c,2024-11-27 19:11:25,allowance.created,biweekly,monday,5.0,9.0
d3648552-1259-4d14-a2dc-c3551eb92f75,2024-11-28 02:45:51,monthly,first_day,2024-12-01 08:01:51.455697419+00:00,1,enabled,d3648552-1259-4d14-a2dc-c3551eb92f75,2024-11-27 18:45:51,allowance.created,biweekly,monday,5.0,9.0
d6d84848-088a-417b-863e-2ef364b14a77,2024-11-28 01:16:58,biweekly,friday,2024-11-28 01:28:00.611760533+00:00,6,enabled,d6d84848-088a-417b-863e-2ef364b14a77,2024-11-27 17:16:58,allowance.created,biweekly,monday,5.0,9.0
6861cf45-8bdb-49d2-884a-abd3e4bd3333,2024-11-27 16:20:22,monthly,fifteenth_day,2024-11-28 08:02:43.910879266+00:00,15,enabled,6861cf45-8bdb-49d2-884a-abd3e4bd3333,2024-11-27 13:48:11,allowance.edited,weekly,thursday,5.0,28.0
f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 19:57:32,biweekly,thursday,2024-11-27 19:58:52.030615701+00:00,5,enabled,f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 11:57:32,allowance.created,biweekly,monday,5.0,9.0
ca3d0a7d-6ad3-4cde-ab29-1f3fe50198e8,2024-11-27 17:44:22,weekly,friday,2024-11-27 17:44:58.248617556+00:00,29,enabled,ca3d0a7d-6ad3-4cde-ab29-1f3fe50198e8,2024-11-27 09:44:22,allowance.created,biweekly,friday,10.0,29.0
cbeeebbd-b31a-468c-9704-f31c0788c30c,2024-11-27 16:43:28,weekly,monday,2024-12-02 08:00:31.600938966+00:00,9,enabled,cbeeebbd-b31a-468c-9704-f31c0788c30c,2024-11-27 09:16:10,allowance.edited,daily,daily,3.0,28.0
e440dbcc-ca86-4f2e-acb3-95a09a02a9ae,2024-11-27 05:39:55,monthly,first_day,2024-12-01 08:01:48.120084225+00:00,1,enabled,e440dbcc-ca86-4f2e-acb3-95a09a02a9ae,2024-11-26 22:27:13,allowance.edited,biweekly,monday,5.0,9.0
a6dc7058-c038-47df-b5b1-81ffe5d444a8,2024-11-27 01:04:34,biweekly,friday,2024-11-27 01:04:46.424835628+00:00,6,enabled,a6dc7058-c038-47df-b5b1-81ffe5d444a8,2024-11-26 17:04:34,allowance.created,biweekly,monday,10.0,9.0
d278205f-4175-4dbb-a398-5661a0a9c9f3,2024-07-25 18:26:41,weekly,sunday,2024-12-01 08:01:44.700817530+00:00,8,enabled,d278205f-4175-4dbb-a398-5661a0a9c9f3,2024-11-26 14:47:47,allowance.edited,biweekly,tuesday,10.0,10.0
72190913-1208-4333-aaf4-ea7d04dccacd,2024-09-27 14:15:37,weekly,wednesday,2024-11-27 08:00:28.890991484+00:00,4,enabled,72190913-1208-4333-aaf4-ea7d04dccacd,2024-11-26 10:05:42,allowance.edited,weekly,friday,40.0,29.0
5e5d954f-4ba0-4fff-9b8a-f76cc0f6e7a6,2024-11-26 17:30:02,monthly,fifteenth_day,2024-11-26 17:30:14.485126235+00:00,15,enabled,5e5d954f-4ba0-4fff-9b8a-f76cc0f6e7a6,2024-11-26 09:30:02,allowance.created,monthly,first_day,20.0,2.0
d56dcc92-e5e4-4f60-899b-6cdb8098959b,2024-11-19 14:06:19,monthly,fifteenth_day,2024-11-26 11:05:58.183222564+00:00,15,enabled,d56dcc92-e5e4-4f60-899b-6cdb8098959b,2024-11-26 03:04:46,allowance.edited,weekly,tuesday,5.0,3.0
d2171302-d328-4660-a85e-2fbd9ea7d088,2024-11-26 02:11:40,monthly,fifteenth_day,2024-11-29 19:42:13.817670942+00:00,15,enabled,d2171302-d328-4660-a85e-2fbd9ea7d088,2024-11-25 18:19:20,allowance.edited,monthly,first_day,10.0,2.0
51f8cbb2-b2fd-487f-8a24-89a56f042d6a,2024-11-26 00:52:59,biweekly,tuesday,2024-11-26 00:53:36.708913597+00:00,10,enabled,51f8cbb2-b2fd-487f-8a24-89a56f042d6a,2024-11-25 16:52:59,allowance.created,biweekly,monday,5.0,9.0
b80929af-f01d-4323-9c9b-c29f7e196fea,2024-11-25 22:29:01,weekly,wednesday,2024-11-30 00:20:33.736874643+00:00,4,enabled,b80929af-f01d-4323-9c9b-c29f7e196fea,2024-11-25 14:29:24,allowance.edited,weekly,monday,5.0,2.0
9c69c8ec-9b0a-41c2-b92e-655ce5c65901,2024-11-25 19:39:16,biweekly,monday,2024-11-25 19:41:29.703575711+00:00,9,enabled,9c69c8ec-9b0a-41c2-b92e-655ce5c65901,2024-11-25 11:39:16,allowance.created,biweekly,friday,5.0,29.0
f53cae36-0e0a-4813-b253-4b251320e2d1,2024-11-24 05:53:20,weekly,wednesday,2024-11-27 05:05:30.761359035+00:00,4,enabled,f53cae36-0e0a-4813-b253-4b251320e2d1,2024-11-24 21:56:03,allowance.edited,weekly,monday,5.0,25.0
43b0b5a7-cb7b-46a9-aecb-939b9409bbac,2024-11-25 02:09:08,weekly,friday,2024-11-29 08:00:36.015685522+00:00,6,enabled,43b0b5a7-cb7b-46a9-aecb-939b9409bbac,2024-11-24 19:58:48,allowance.edited,weekly,sunday,5.0,1.0
eab4d50f-2a17-4f07-b462-53be0e54f6c6,2024-09-30 23:56:31,weekly,tuesday,2024-12-03 03:54:46.996212542+00:00,10,enabled,eab4d50f-2a17-4f07-b462-53be0e54f6c6,2024-11-24 19:29:25,allowance.edited,weekly,monday,20.0,25.0
94467712-3633-4923-9dec-305a6da04e37,2024-11-24 02:58:18,weekly,monday,2024-12-02 08:00:37.368096974+00:00,9,enabled,94467712-3633-4923-9dec-305a6da04e37,2024-11-23 18:58:18,allowance.created,biweekly,monday,20.0,2.0
236de932-1bbc-4465-b52c-794f23bd458c,2024-11-24 01:17:12,weekly,friday,2024-11-29 08:00:29.614590727+00:00,6,enabled,236de932-1bbc-4465-b52c-794f23bd458c,2024-11-23 17:17:12,allowance.created,weekly,thursday,10.0,28.0
89e8521e-a9ba-4d5c-9c47-602dc0ec5218,2024-11-23 21:16:19,biweekly,wednesday,2024-12-02 03:02:53.529548662+00:00,11,enabled,89e8521e-a9ba-4d5c-9c47-602dc0ec5218,2024-11-23 13:16:20,allowance.created,weekly,wednesday,3.0,27.0
cf236f7a-0dfb-47b6-b2aa-3198fb1888b3,2024-10-23 17:09:37,weekly,saturday,2024-11-30 15:05:05.503289501+00:00,7,enabled,cf236f7a-0dfb-47b6-b2aa-3198fb1888b3,2024-11-23 11:36:11,allowance.edited,weekly,sunday,20.0,24.0
f73f2332-f409-4d49-94f5-35f937bdf777,2024-11-23 17:58:02,weekly,sunday,2024-11-29 15:08:31.395150150+00:00,1,enabled,f73f2332-f409-4d49-94f5-35f937bdf777,2024-11-23 09:58:03,allowance.created,weekly,friday,5.0,29.0
83dee938-17c7-4b79-8a76-0e32adac918a,2024-11-23 17:57:47,weekly,sunday,2024-11-29 15:08:23.436401099+00:00,1,enabled,83dee938-17c7-4b79-8a76-0e32adac918a,2024-11-23 09:57:47,allowance.created,weekly,friday,5.0,29.0
d6331731-dafe-4bb2-8bd4-3b4cf625f742,2024-11-23 15:56:18,weekly,friday,2024-11-30 08:39:14.902575132+00:00,6,enabled,d6331731-dafe-4bb2-8bd4-3b4cf625f742,2024-11-23 07:56:18,allowance.created,biweekly,friday,10.0,6.0
a311d6f3-4533-42ff-80a4-01dff99ba636,2024-10-24 12:29:50,biweekly,thursday,2024-11-24 14:57:38.919653492+00:00,5,enabled,a311d6f3-4533-42ff-80a4-01dff99ba636,2024-11-23 07:41:08,allowance.edited,daily,daily,20.0,24.0
ec0b866e-7b76-4873-9bf6-6ad6ddcf7357,2024-11-23 03:04:55,weekly,saturday,2024-11-23 03:05:30.230076362+00:00,30,enabled,ec0b866e-7b76-4873-9bf6-6ad6ddcf7357,2024-11-22 19:04:56,allowance.created,weekly,friday,6.0,29.0
69c3aee7-edb5-4914-9037-486a2e03ae2c,2024-11-23 02:57:42,weekly,saturday,2024-11-23 03:03:41.976473738+00:00,30,enabled,69c3aee7-edb5-4914-9037-486a2e03ae2c,2024-11-22 18:57:43,allowance.created,weekly,friday,5.0,29.0
76d64683-fe99-4341-beea-8a3958a473eb,2024-11-23 00:53:45,weekly,friday,2024-11-29 08:00:35.120222190+00:00,6,enabled,76d64683-fe99-4341-beea-8a3958a473eb,2024-11-22 16:53:46,allowance.created,biweekly,friday,10.0,6.0
f1bfd261-5318-4173-b04d-9c618dabc1b9,2024-11-23 00:08:29,monthly,first_day,2024-12-01 08:01:50.926265728+00:00,1,enabled,f1bfd261-5318-4173-b04d-9c618dabc1b9,2024-11-22 16:08:29,allowance.created,biweekly,monday,20.0,2.0
f859d86e-ea78-486b-a568-d450f6629e32,2024-11-22 22:40:28,weekly,saturday,2024-11-23 08:00:38.267502663+00:00,30,enabled,f859d86e-ea78-486b-a568-d450f6629e32,2024-11-22 14:41:20,allowance.edited,weekly,friday,5.0,29.0
eca8719a-0666-4fab-82cd-78fbc7f94b7a,2024-11-22 19:56:42,monthly,fifteenth_day,2024-11-22 20:13:08.556310314+00:00,15,enabled,eca8719a-0666-4fab-82cd-78fbc7f94b7a,2024-11-22 12:12:45,allowance.edited,biweekly,friday,1.0,6.0
86c1ab1e-7707-44d1-9ab6-e0918c59fdeb,2024-11-22 18:29:53,monthly,first_day,2024-11-23 15:31:38.780499731+00:00,1,enabled,86c1ab1e-7707-44d1-9ab6-e0918c59fdeb,2024-11-22 10:32:17,allowance.edited,daily,daily,6.0,23.0
35affc7f-a8d2-494a-8843-669445b0c16c,2024-11-22 15:15:27,biweekly,thursday,2024-11-22 15:16:00.538785232+00:00,5,enabled,35affc7f-a8d2-494a-8843-669445b0c16c,2024-11-22 07:15:50,allowance.edited,daily,daily,5.0,23.0
013544ef-e40a-4c8b-91bd-f18e441e6368,2024-11-22 15:09:42,weekly,friday,2024-11-29 08:00:26.228690518+00:00,6,enabled,013544ef-e40a-4c8b-91bd-f18e441e6368,2024-11-22 07:09:42,allowance.created,biweekly,friday,5.0,6.0
7b44ac56-fb95-4c3d-93bc-2918b0b2e436,2024-11-22 14:56:19,weekly,friday,2024-11-29 08:00:32.646348902+00:00,6,enabled,7b44ac56-fb95-4c3d-93bc-2918b0b2e436,2024-11-22 07:05:14,allowance.edited,daily,daily,5.0,23.0
824ee078-8405-416e-9751-3ef28e644fcb,2024-11-22 11:38:58,monthly,first_day,2024-12-01 08:00:38.486235617+00:00,1,enabled,824ee078-8405-416e-9751-3ef28e644fcb,2024-11-22 04:18:25,allowance.edited,daily,daily,5.0,23.0
2563ee88-62ae-4806-aa62-8c3155798fa9,2024-11-22 10:01:53,monthly,fifteenth_day,2024-11-29 17:31:09.507327759+00:00,15,enabled,2563ee88-62ae-4806-aa62-8c3155798fa9,2024-11-22 02:04:43,allowance.edited,weekly,friday,10.0,29.0
40ce49ee-f267-4337-8bce-5e301a146772,2024-11-21 23:04:02,monthly,first_day,2024-11-21 23:07:54.205569091+00:00,1,enabled,40ce49ee-f267-4337-8bce-5e301a146772,2024-11-21 15:07:36,allowance.edited,daily,daily,5.0,22.0
e00e77ac-b0b4-46fb-b98a-0922c87bf7c6,2024-11-21 22:56:45,weekly,monday,2024-12-02 19:33:07.979965899+00:00,9,enabled,e00e77ac-b0b4-46fb-b98a-0922c87bf7c6,2024-11-21 14:56:45,allowance.created,weekly,wednesday,3.0,27.0
174da12c-dac9-4131-be84-45bc989a3161,2024-11-21 22:37:05,weekly,friday,2024-11-29 08:00:27.367532437+00:00,6,enabled,174da12c-dac9-4131-be84-45bc989a3161,2024-11-21 14:37:06,allowance.created,biweekly,friday,5.0,22.0
4b81531b-9339-4ca5-a852-8ff9f3bbf39e,2024-11-21 22:36:55,weekly,friday,2024-11-29 08:00:41.153984801+00:00,6,enabled,4b81531b-9339-4ca5-a852-8ff9f3bbf39e,2024-11-21 14:36:55,allowance.created,biweekly,friday,5.0,22.0
552e9390-48fe-469d-acc1-aa5d5d52e935,2024-11-21 18:00:42,biweekly,friday,2024-11-29 08:00:35.362537565+00:00,13,enabled,552e9390-48fe-469d-acc1-aa5d5d52e935,2024-11-21 12:11:56,allowance.edited,biweekly,thursday,15.0,5.0
f271d7a0-ff6e-45cd-9948-bbaaf9b62e0f,2024-11-21 13:43:04,biweekly,thursday,2024-11-21 13:46:39.544884907+00:00,5,enabled,f271d7a0-ff6e-45cd-9948-bbaaf9b62e0f,2024-11-21 05:46:27,allowance.edited,weekly,thursday,5.0,28.0
6630dea3-0a9c-4017-93c1-759370960462,2024-11-20 02:18:53,weekly,friday,2024-11-29 08:00:34.391004116+00:00,6,enabled,6630dea3-0a9c-4017-93c1-759370960462,2024-11-20 18:56:54,allowance.edited,weekly,wednesday,5.0,27.0
bb60ec19-7139-4c82-a68d-6fb380e305e5,2024-11-20 20:37:29,biweekly,friday,2024-11-20 20:38:47.297733317+00:00,29,enabled,bb60ec19-7139-4c82-a68d-6fb380e305e5,2024-11-20 12:37:30,allowance.created,weekly,friday,20.0,22.0
560c5cf4-5fd8-4477-a62e-b45d1ede5440,2024-08-07 20:12:40,weekly,thursday,2024-11-28 08:00:33.252518009+00:00,5,enabled,560c5cf4-5fd8-4477-a62e-b45d1ede5440,2024-11-20 12:13:15,allowance.edited,weekly,friday,52.0,22.0
573c8fff-fd53-4374-9ee7-2fe0e231f4da,2024-11-19 13:58:47,monthly,first_day,2024-12-01 08:00:31.401708205+00:00,1,enabled,573c8fff-fd53-4374-9ee7-2fe0e231f4da,2024-11-20 08:54:52,allowance.edited,weekly,thursday,5.0,21.0
4d50e137-2881-4c23-8d78-2b6960c3a50b,2024-11-20 16:12:36,weekly,friday,2024-11-23 01:24:26.288396903+00:00,22,enabled,4d50e137-2881-4c23-8d78-2b6960c3a50b,2024-11-20 08:12:36,allowance.created,biweekly,monday,5.0,2.0
d580df48-3b6f-48c6-ad34-ac7f2dc7f95a,2024-09-14 01:44:23,monthly,first_day,2024-12-01 08:01:45.040508144+00:00,1,enabled,d580df48-3b6f-48c6-ad34-ac7f2dc7f95a,2024-11-20 07:46:34,allowance.edited,monthly,fifteenth_day,20.0,30.0
d7df1471-a919-4b88-9c80-ec26406f2ddc,2024-11-20 11:15:54,weekly,thursday,2024-11-28 08:00:33.677902822+00:00,5,enabled,d7df1471-a919-4b88-9c80-ec26406f2ddc,2024-11-20 03:22:35,allowance.edited,biweekly,friday,5.0,22.0
106dca61-d798-4eed-8a5c-c43384e53a16,2024-11-20 04:24:49,monthly,first_day,2024-12-01 08:00:26.064952442+00:00,1,enabled,106dca61-d798-4eed-8a5c-c43384e53a16,2024-11-19 20:24:49,allowance.created,biweekly,monday,5.0,2.0
a6401c68-50ff-4b93-9881-570f4f689548,2024-11-20 03:23:06,monthly,first_day,2024-11-20 03:24:45.374201892+00:00,1,enabled,a6401c68-50ff-4b93-9881-570f4f689548,2024-11-19 19:24:21,allowance.edited,biweekly,monday,5.0,2.0
bdeaaa4b-8f6a-4ed2-a134-a92489473ba8,2024-11-20 00:56:42,weekly,wednesday,2024-11-27 08:00:27.603026931+00:00,4,enabled,bdeaaa4b-8f6a-4ed2-a134-a92489473ba8,2024-11-19 16:56:42,allowance.created,weekly,monday,5.0,25.0
27e0a050-4b99-4499-9107-d719046e6962,2024-11-19 23:17:56,weekly,tuesday,2024-11-26 08:00:29.792939556+00:00,3,enabled,27e0a050-4b99-4499-9107-d719046e6962,2024-11-19 15:17:56,allowance.created,biweekly,monday,5.0,2.0
bd7c1bed-50c5-4896-a58c-ec64b5997ac3,2024-11-19 23:16:24,weekly,tuesday,2024-11-26 08:00:30.847226329+00:00,3,enabled,bd7c1bed-50c5-4896-a58c-ec64b5997ac3,2024-11-19 15:16:24,allowance.created,weekly,saturday,5.0,23.0
cddc374f-516e-4cc1-aaa3-a755c41ec007,2024-11-19 17:31:32,biweekly,tuesday,2024-11-26 21:18:20.596847774+00:00,10,enabled,cddc374f-516e-4cc1-aaa3-a755c41ec007,2024-11-19 09:32:46,allowance.edited,biweekly,monday,20.0,2.0
2bf2d121-9076-450d-a9e3-3fe6c83dba91,2024-11-19 15:27:13,weekly,friday,2024-11-19 15:27:47.948664326+00:00,22,enabled,2bf2d121-9076-450d-a9e3-3fe6c83dba91,2024-11-19 07:27:13,allowance.created,weekly,sunday,5.0,24.0
410a9b1e-093e-4c0c-9a7d-efdf78af81ab,2024-11-13 16:18:20,biweekly,sunday,2024-12-01 08:11:50.630258801+00:00,15,enabled,410a9b1e-093e-4c0c-9a7d-efdf78af81ab,2024-11-18 21:52:14,allowance.edited,biweekly,monday,2.0,2.0
c8aa0f42-8445-4d55-beaf-814d502e8d19,2024-11-19 01:48:25,weekly,tuesday,2024-12-03 08:00:29.452930730+00:00,10,enabled,c8aa0f42-8445-4d55-beaf-814d502e8d19,2024-11-18 17:48:26,allowance.created,weekly,friday,5.0,22.0
c7b13ee5-8449-4380-8d6d-55b06b4b20dc,2024-11-19 01:20:07,biweekly,friday,2024-11-19 01:20:55.307085113+00:00,29,enabled,c7b13ee5-8449-4380-8d6d-55b06b4b20dc,2024-11-18 17:20:25,allowance.edited,daily,daily,5.0,19.0
bbf6bba9-bf19-42b2-8808-b378a379ce90,2024-11-19 00:07:10,weekly,monday,2024-12-02 08:00:35.843012204+00:00,9,enabled,bbf6bba9-bf19-42b2-8808-b378a379ce90,2024-11-18 16:07:11,allowance.created,weekly,sunday,5.0,24.0
26933d07-d54b-42e8-a66e-9e56c0844098,2024-11-19 00:00:02,weekly,sunday,2024-12-01 08:00:31.892861955+00:00,8,enabled,26933d07-d54b-42e8-a66e-9e56c0844098,2024-11-18 16:00:02,allowance.created,weekly,monday,5.0,25.0
5972b8e0-4b5b-4946-96da-1705b87b4caf,2024-11-18 18:49:29,monthly,first_day,2024-11-18 18:58:13.883433287+00:00,1,enabled,5972b8e0-4b5b-4946-96da-1705b87b4caf,2024-11-18 10:50:52,allowance.edited,daily,daily,5.0,19.0
