uuid,creation_date,frequency,day,updated_at,next_payment_day,status,user.id,event.timestamp,event.name,allowance.scheduled.frequency,allowance.scheduled.day,allowance.amount,calculated_next_payment_day
d3df388a-9e07-41d3-bb4d-57266cb9e18f,2024-11-29 21:02:56,biweekly,saturday,2024-11-29 21:02:56,14,enabled,d3df388a-9e07-41d3-bb4d-57266cb9e18f,2024-11-29 16:02:56,allowance.created,biweekly,saturday,5.0,7.0
640f09d7-3817-4bb3-9635-43b9c4af8fe0,2024-10-13 21:08:06,monthly,fifteenth_day,2024-11-29 23:34:01.521570042+00:00,15,enabled,640f09d7-3817-4bb3-9635-43b9c4af8fe0,2024-11-29 15:34:03,allowance.edited,monthly,fifteenth_day,15.0,7.0
d580df48-3b6f-48c6-ad34-ac7f2dc7f95a,2024-09-13 22:44:23,monthly,first_day,2024-12-01 08:01:45.040508144+00:00,1,enabled,d580df48-3b6f-48c6-ad34-ac7f2dc7f95a,2024-11-29 13:33:10,allowance.edited,monthly,first_day,20.0,2.0
7c3ecb20-1715-4651-acaf-7ef857ecff85,2024-11-29 18:03:26,monthly,first_day,2024-12-01 08:00:40.100406672+00:00,1,enabled,7c3ecb20-1715-4651-acaf-7ef857ecff85,2024-11-29 13:03:26,allowance.created,monthly,first_day,5.0,2.0
747bfa09-8c67-438a-9145-8b8b35e7da9a,2024-11-29 17:43:06,weekly,friday,2024-11-29 21:28:50.455895632+00:00,6,enabled,747bfa09-8c67-438a-9145-8b8b35e7da9a,2024-11-29 12:43:06,allowance.created,daily,daily,5.0,7.0
d2171302-d328-4660-a85e-2fbd9ea7d088,2024-11-25 23:11:40,monthly,fifteenth_day,2024-11-29 19:42:13.817670942+00:00,15,enabled,d2171302-d328-4660-a85e-2fbd9ea7d088,2024-11-29 11:42:16,allowance.edited,monthly,fifteenth_day,10.0,7.0
8f57afa4-bf5c-46e8-a6d2-0032867b2b38,2024-11-29 15:43:14,monthly,first_day,2024-12-01 08:00:41.145561169+00:00,1,enabled,8f57afa4-bf5c-46e8-a6d2-0032867b2b38,2024-11-29 10:43:14,allowance.created,monthly,first_day,5.0,2.0
56d4ad4d-9d92-4bac-9a3b-caaf42a2e32c,2024-11-28 16:18:21,monthly,fifteenth_day,2024-11-29 18:25:51.330455020+00:00,15,enabled,56d4ad4d-9d92-4bac-9a3b-caaf42a2e32c,2024-11-29 10:25:51,allowance.edited,monthly,fifteenth_day,20.0,7.0
5e9bae0a-1b34-40f4-aee0-4b5cf319670e,2024-11-28 16:17:36,monthly,fifteenth_day,2024-11-29 18:25:28.390787054+00:00,15,enabled,5e9bae0a-1b34-40f4-aee0-4b5cf319670e,2024-11-29 10:25:28,allowance.edited,monthly,fifteenth_day,20.0,7.0
958b0105-d0b5-492f-97f6-9df6985371ae,2024-11-29 15:01:27,monthly,fifteenth_day,2024-11-29 15:01:27,15,enabled,958b0105-d0b5-492f-97f6-9df6985371ae,2024-11-29 10:01:27,allowance.created,monthly,fifteenth_day,20.0,7.0
2563ee88-62ae-4806-aa62-8c3155798fa9,2024-11-22 07:01:53,monthly,fifteenth_day,2024-11-29 17:31:09.507327759+00:00,15,enabled,2563ee88-62ae-4806-aa62-8c3155798fa9,2024-11-29 09:31:09,allowance.edited,monthly,fifteenth_day,10.0,7.0
f73f2332-f409-4d49-94f5-35f937bdf777,2024-11-23 14:58:02,weekly,sunday,2024-11-29 15:08:31.395150150+00:00,1,enabled,f73f2332-f409-4d49-94f5-35f937bdf777,2024-11-29 07:08:32,allowance.edited,weekly,sunday,5.0,8.0
83dee938-17c7-4b79-8a76-0e32adac918a,2024-11-23 14:57:47,weekly,sunday,2024-11-29 15:08:23.436401099+00:00,1,enabled,83dee938-17c7-4b79-8a76-0e32adac918a,2024-11-29 07:08:23,allowance.edited,weekly,sunday,5.0,8.0
f8c1a951-49ee-4d43-8754-12885d408ec7,2024-11-29 11:29:34,biweekly,friday,2024-11-29 14:38:58.521778761+00:00,13,enabled,f8c1a951-49ee-4d43-8754-12885d408ec7,2024-11-29 06:29:34,allowance.created,biweekly,monday,5.0,9.0
1b21e215-77d1-41fe-b973-bdb93c627e8b,2024-10-08 22:03:44,weekly,monday,2024-12-02 08:00:22.459603541+00:00,9,enabled,1b21e215-77d1-41fe-b973-bdb93c627e8b,2024-11-29 06:20:53,allowance.edited,weekly,monday,5.0,2.0
bbc0593c-55e3-4135-b71c-2619b5b36751,2024-11-29 11:16:05,biweekly,wednesday,2024-12-01 23:23:46.267634645+00:00,11,enabled,bbc0593c-55e3-4135-b71c-2619b5b36751,2024-11-29 06:18:18,allowance.edited,daily,daily,5.0,7.0
e0912701-4e7b-41d7-aebc-7290585dd437,2024-11-04 15:15:23,monthly,fifteenth_day,2024-11-29 06:40:15.018891271+00:00,15,enabled,e0912701-4e7b-41d7-aebc-7290585dd437,2024-11-28 22:40:15,allowance.edited,monthly,fifteenth_day,20.0,7.0
bd8dae0c-dbe0-4f2d-9087-b7d79cfa146a,2024-10-30 21:26:59,monthly,first_day,2024-12-01 08:01:48.741871718+00:00,1,enabled,bd8dae0c-dbe0-4f2d-9087-b7d79cfa146a,2024-11-28 22:38:38,allowance.edited,monthly,first_day,20.0,2.0
82b72ae6-d248-4760-b3fd-7c4e94071162,2024-11-28 22:39:13,biweekly,friday,2024-11-28 22:39:13,13,enabled,82b72ae6-d248-4760-b3fd-7c4e94071162,2024-11-28 17:39:13,allowance.created,biweekly,friday,20.0,6.0
4ba547e8-2e7c-443d-8a40-911342d31f4a,2024-11-28 21:31:10,weekly,friday,2024-11-29 00:31:42.306472839+00:00,6,enabled,4ba547e8-2e7c-443d-8a40-911342d31f4a,2024-11-28 16:31:36,allowance.edited,weekly,thursday,5.0,5.0
be7315d1-618c-4f9d-9c23-ef92e540b798,2024-11-23 22:09:07,weekly,saturday,2024-11-28 21:19:54.090491166+00:00,30,enabled,be7315d1-618c-4f9d-9c23-ef92e540b798,2024-11-28 13:19:54,allowance.edited,weekly,saturday,7.0,7.0
865ca022-5f06-4926-90c3-6b2822232f1b,2024-11-28 17:54:15,monthly,first_day,2024-12-01 08:00:40.555019070+00:00,1,enabled,865ca022-5f06-4926-90c3-6b2822232f1b,2024-11-28 12:54:15,allowance.created,monthly,first_day,20.0,2.0
a0e18e1a-7d45-4157-ab4a-425749d214bc,2024-11-28 05:46:33,monthly,first_day,2024-12-01 08:01:43.373425190+00:00,1,enabled,a0e18e1a-7d45-4157-ab4a-425749d214bc,2024-11-28 12:00:22,allowance.edited,monthly,first_day,10.0,2.0
bca5caad-03c6-413e-a375-6b1e1b95d28f,2024-11-12 13:00:31,daily,daily,2024-11-28 17:31:39.290444920+00:00,29,enabled,bca5caad-03c6-413e-a375-6b1e1b95d28f,2024-11-28 09:31:40,allowance.edited,daily,daily,20.0,6.0
b16754f4-a7d4-4f96-9144-bbb69fb2fc7a,2024-11-28 14:21:03,monthly,first_day,2024-12-01 08:01:44.250428764+00:00,1,enabled,b16754f4-a7d4-4f96-9144-bbb69fb2fc7a,2024-11-28 09:22:31,allowance.edited,monthly,first_day,20.0,2.0
76a558c9-e51e-47a7-9891-dee6041e0bfd,2024-11-28 13:43:28,monthly,first_day,2024-12-01 08:00:35.002747183+00:00,1,enabled,76a558c9-e51e-47a7-9891-dee6041e0bfd,2024-11-28 08:43:29,allowance.created,monthly,first_day,100.0,2.0
55be4b4d-3a7c-461c-bf0a-6d7644ac72c7,2024-11-28 12:36:33,monthly,first_day,2024-11-28 12:36:33,1,enabled,55be4b4d-3a7c-461c-bf0a-6d7644ac72c7,2024-11-28 07:36:33,allowance.created,monthly,first_day,1.0,2.0
0bfaeebf-d4b0-4134-b974-5b32f6eea52a,2024-11-28 10:53:02,monthly,first_day,2024-11-28 10:53:02,1,enabled,0bfaeebf-d4b0-4134-b974-5b32f6eea52a,2024-11-28 05:53:02,allowance.created,monthly,first_day,5.0,2.0
1f6e46f0-ea51-4cca-8c98-517292c8f301,2024-11-27 20:43:43,daily,daily,2024-11-28 12:23:37.288833276+00:00,29,enabled,1f6e46f0-ea51-4cca-8c98-517292c8f301,2024-11-28 04:23:39,allowance.edited,daily,daily,5.0,6.0
6861cf45-8bdb-49d2-884a-abd3e4bd3333,2024-11-27 13:20:22,monthly,fifteenth_day,2024-11-28 08:02:43.910879266+00:00,15,enabled,6861cf45-8bdb-49d2-884a-abd3e4bd3333,2024-11-28 00:02:44,allowance.edited,monthly,fifteenth_day,5.0,7.0
1ed8d2ee-472c-43d8-9eb0-8d4c4db648f0,2024-11-28 04:15:50,biweekly,thursday,2024-11-28 07:16:19.467040778+00:00,12,enabled,1ed8d2ee-472c-43d8-9eb0-8d4c4db648f0,2024-11-27 23:16:19,allowance.edited,biweekly,thursday,5.0,5.0
d0734842-1640-4b43-96ac-794490884d30,2024-11-28 02:01:54,daily,daily,2024-11-28 02:01:54,29,enabled,d0734842-1640-4b43-96ac-794490884d30,2024-11-27 21:01:54,allowance.created,daily,daily,1.0,5.0
3a845732-ebc0-4a19-9008-56ca13f183b6,2024-11-28 00:11:40,monthly,first_day,2024-12-01 08:00:35.097234909+00:00,1,enabled,3a845732-ebc0-4a19-9008-56ca13f183b6,2024-11-27 19:22:08,allowance.edited,monthly,first_day,5.0,2.0
1938cb65-6cd5-42b8-ae58-4596e1264d4c,2024-11-28 00:11:24,monthly,first_day,2024-12-01 08:00:28.407953272+00:00,1,enabled,1938cb65-6cd5-42b8-ae58-4596e1264d4c,2024-11-27 19:21:55,allowance.edited,monthly,first_day,5.0,2.0
d3648552-1259-4d14-a2dc-c3551eb92f75,2024-11-27 23:45:51,monthly,first_day,2024-12-01 08:01:51.455697419+00:00,1,enabled,d3648552-1259-4d14-a2dc-c3551eb92f75,2024-11-27 19:21:43,allowance.edited,monthly,first_day,5.0,2.0
79820c72-5521-4bca-a51c-efa1bdb793f1,2024-11-27 23:44:08,monthly,first_day,2024-12-01 08:00:42.124743702+00:00,1,enabled,79820c72-5521-4bca-a51c-efa1bdb793f1,2024-11-27 18:44:08,allowance.created,monthly,first_day,10.0,2.0
0b8623d2-f5ff-4bbc-9f42-788e1a9d5e81,2024-11-27 23:27:52,monthly,first_day,2024-11-27 23:27:52,1,enabled,0b8623d2-f5ff-4bbc-9f42-788e1a9d5e81,2024-11-27 18:27:52,allowance.created,monthly,first_day,20.0,2.0
e3c03948-0958-4b72-801c-e21757deaa55,2024-11-27 23:15:58,monthly,first_day,2024-12-01 08:01:49.792369920+00:00,1,enabled,e3c03948-0958-4b72-801c-e21757deaa55,2024-11-27 18:15:58,allowance.created,monthly,first_day,10.0,2.0
369c0616-fc92-40b7-81dd-0a21c47a0b99,2024-11-27 23:01:44,weekly,friday,2024-11-27 23:01:44,29,enabled,369c0616-fc92-40b7-81dd-0a21c47a0b99,2024-11-27 18:01:44,allowance.created,weekly,friday,5.0,6.0
d6d84848-088a-417b-863e-2ef364b14a77,2024-11-27 22:16:58,biweekly,friday,2024-11-28 01:28:00.611760533+00:00,6,enabled,d6d84848-088a-417b-863e-2ef364b14a77,2024-11-27 17:16:58,allowance.created,biweekly,monday,5.0,9.0
5b4618cc-c2e2-4318-b388-472ca672a1ed,2024-11-27 21:23:55,monthly,fifteenth_day,2024-11-27 21:23:55,15,enabled,5b4618cc-c2e2-4318-b388-472ca672a1ed,2024-11-27 16:23:55,allowance.created,monthly,fifteenth_day,20.0,7.0
f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 16:57:32,biweekly,thursday,2024-11-27 19:58:52.030615701+00:00,5,enabled,f3aa43ff-ba4e-47f4-ba8c-7decdf869162,2024-11-27 11:57:32,allowance.created,biweekly,monday,5.0,9.0
b8f5e778-b5ef-4760-9017-706687b7d8b6,2024-11-27 16:33:57,monthly,first_day,2024-12-01 08:01:47.376489184+00:00,1,enabled,b8f5e778-b5ef-4760-9017-706687b7d8b6,2024-11-27 11:33:57,allowance.created,monthly,first_day,20.0,2.0
44e44e62-e992-403d-b41c-db249512dca4,2024-11-27 16:14:20,monthly,first_day,2024-12-01 08:00:29.017544481+00:00,1,enabled,44e44e62-e992-403d-b41c-db249512dca4,2024-11-27 11:14:20,allowance.created,monthly,first_day,5.0,2.0
a6295c46-5040-4eaa-a846-0665f3026f23,2024-11-17 13:50:23,monthly,first_day,2024-12-01 08:01:43.866175105+00:00,1,enabled,a6295c46-5040-4eaa-a846-0665f3026f23,2024-11-27 10:09:47,allowance.edited,monthly,first_day,5.0,2.0
ca3d0a7d-6ad3-4cde-ab29-1f3fe50198e8,2024-11-27 14:44:22,weekly,friday,2024-11-27 17:44:58.248617556+00:00,29,enabled,ca3d0a7d-6ad3-4cde-ab29-1f3fe50198e8,2024-11-27 09:44:58,allowance.edited,weekly,friday,5.0,6.0
e20fcca0-2a35-461d-b2f4-5bacd2d842c2,2024-11-27 14:21:33,monthly,fifteenth_day,2024-11-27 14:21:33,15,enabled,e20fcca0-2a35-461d-b2f4-5bacd2d842c2,2024-11-27 09:21:33,allowance.created,monthly,fifteenth_day,20.0,7.0
